05/26/2001 00:00:00,1505.0
05/26/2001 00:00:50,1474.0
05/26/2001 00:05:20,1484.0
05/26/2001 00:06:50,1515.0
05/26/2001 00:11:50,1465.0
05/26/2001 00:16:50,1472.0
05/26/2001 00:18:20,1453.0
05/26/2001 00:23:20,1436.0
05/26/2001 00:28:20,1462.0
05/26/2001 00:33:20,1444.0
05/26/2001 00:38:20,1438.0
05/26/2001 00:43:20,1448.0
05/26/2001 00:46:20,1441.0
05/26/2001 00:49:20,1432.0
05/26/2001 00:54:20,1429.0
05/26/2001 00:55:50,1440.0
05/26/2001 01:00:00,1426.0
05/26/2001 01:00:50,1414.0
05/26/2001 01:05:50,1384.0
05/26/2001 01:07:26,1418.0
05/26/2001 01:12:20,1397.0
05/26/2001 01:17:20,1401.0
05/26/2001 01:18:50,1406.0
05/26/2001 01:23:50,1405.0
05/26/2001 01:28:50,1391.0
05/26/2001 01:33:50,1401.0
05/26/2001 01:35:20,1411.0
05/26/2001 01:40:20,1393.0
05/26/2001 01:45:20,1387.0
05/26/2001 01:50:20,1386.0
05/26/2001 01:55:20,1388.0
05/26/2001 01:56:50,1403.0
05/26/2001 02:00:00,1394.0
05/26/2001 02:00:50,1384.0
05/26/2001 02:03:50,1392.0
05/26/2001 02:06:50,1385.0
05/26/2001 02:11:50,1378.0
05/26/2001 02:16:50,1383.0
05/26/2001 02:18:20,1378.0
05/26/2001 02:23:20,1378.0
05/26/2001 02:28:20,1378.0
05/26/2001 02:33:20,1356.0
05/26/2001 02:34:50,1365.0
05/26/2001 02:39:50,1355.0
05/26/2001 02:44:50,1397.0
05/26/2001 02:49:50,1343.0
05/26/2001 02:54:50,1364.0
05/26/2001 02:56:20,1350.0
05/26/2001 03:00:00,1375.0
05/26/2001 03:01:20,1375.0
05/26/2001 03:06:20,1363.0
05/26/2001 03:07:50,1345.0
05/26/2001 03:12:50,1370.0
05/26/2001 03:17:20,1340.0
05/26/2001 03:22:20,1365.0
05/26/2001 03:27:20,1360.0
05/26/2001 03:32:20,1328.0
05/26/2001 03:33:50,1350.0
05/26/2001 03:38:50,1364.0
05/26/2001 03:43:50,1345.0
05/26/2001 03:48:50,1344.0
05/26/2001 03:53:50,1335.0
05/26/2001 03:55:20,1358.0
05/26/2001 04:00:00,1336.0
05/26/2001 04:05:20,1366.0
05/26/2001 04:06:50,1379.0
05/26/2001 04:11:50,1359.0
05/26/2001 04:16:50,1344.0
05/26/2001 04:18:20,1364.0
05/26/2001 04:23:20,1341.0
05/26/2001 04:28:20,1350.0
05/26/2001 04:32:50,1338.0
05/26/2001 04:37:50,1347.0
05/26/2001 04:42:50,1357.0
05/26/2001 04:47:50,1354.0
05/26/2001 04:52:50,1359.0
05/26/2001 04:55:20,1363.0
05/26/2001 05:00:00,1370.0
05/26/2001 05:00:50,1362.0
05/26/2001 05:05:20,1343.0
05/26/2001 05:06:50,1376.0
05/26/2001 05:11:50,1373.0
05/26/2001 05:16:50,1366.0
05/26/2001 05:18:20,1365.0
05/26/2001 05:23:20,1364.0
05/26/2001 05:28:26,1336.0
05/26/2001 05:32:50,1345.0
05/26/2001 05:37:50,1352.0
05/26/2001 05:42:50,1354.0
05/26/2001 05:47:50,1346.0
