timeest,temperaturec,dewpointc,humidity,sealevelpressurehpa,visibilitykm,winddirection,windspeedkmh,gustspeedkmh,precipitationmm,events,conditions,winddirdegrees,dateutc
8:51 AM,-2.2,-9.4,58,1022.5,16.1,NW,13.0,0,0.0,,Overcast,320,2012-01-30 13:51:00
9:51 AM,-1.7,-8.9,58,1023.1,16.1,NW,13.0,0,0.0,,Overcast,310,2012-01-30 14:51:00
10:51 AM,-1.0,-8.0,60,1023.2,16.1,WNW,9.3,0,0.0,,Mostly Cloudy,300,2012-01-30 15:51:00
11:51 AM,-1.1,-8.3,59,1023.8,16.1,WNW,18.5,0,0.0,,Overcast,290,2012-01-30 16:51:00
12:51 PM,0.0,-7.2,59,1023.7,16.1,NW,14.8,0,0.0,,Mostly Cloudy,320,2012-01-30 17:51:00
1:51 PM,-0.6,-8.3,57,1023.3,16.1,WNW,20.4,38.9,0.0,,Mostly Cloudy,290,2012-01-30 18:51:00
2:51 PM,-0.6,-8.3,57,1023.7,16.1,WNW,25.9,0,0.0,Snow,Light Snow,290,2012-01-30 19:51:00
3:51 PM,-1.1,-8.9,56,1024.3,16.1,NW,25.9,38.9,0.0,,Mostly Cloudy,310,2012-01-30 20:51:00
4:51 PM,-1.7,-8.9,58,1024.5,16.1,NNW,14.8,0,0.0,,Scattered Clouds,330,2012-01-30 21:51:00
5:51 PM,-2.8,-8.3,66,1025.0,16.1,NNW,5.6,0,0.0,,Scattered Clouds,340,2012-01-30 22:51:00
6:51 PM,-3.3,-8.3,69,1025.1,16.1,Calm,0,0,0.0,,Partly Cloudy,0,2012-01-30 23:51:00
7:51 PM,-4.4,-8.3,75,1025.4,16.1,South,5.6,0,0.0,,Clear,170,2012-01-31 00:51:00
8:51 PM,-5.0,-7.8,81,1025.1,16.1,Calm,0,0,0.0,,Mostly Cloudy,0,2012-01-31 01:51:00
9:51 PM,-3.9,-6.7,81,1024.3,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 02:51:00
10:51 PM,-3.3,-6.1,81,1025.1,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 03:51:00
11:22 PM,-3.0,-6.0,80,1024.6,4.0,Calm,0,0,0.0,Snow,Light Snow,0,2012-01-31 04:22:00
11:51 PM,-3.3,-5.6,84,1024.9,3.2,Calm,0,0,0.0,Snow,Light Snow,0,2012-01-31 04:51:00
12:02 AM,-3.0,-5.0,86,1024.3,3.2,SE,5.6,0,0.0,Snow,Light Snow,140,2012-01-31 05:02:00
12:46 AM,-3.0,-5.0,86,1023.2,2.4,SE,5.6,0,0.02,Snow,Light Snow,130,2012-01-31 05:46:00
12:51 AM,-3.3,-5.0,88,1023.4,2.4,SE,7.4,0,0.02,Snow,Light Snow,130,2012-01-31 05:51:00
1:51 AM,-3.3,-4.4,92,1022.2,2.4,Calm,0,0,0.02,Snow,Light Snow,0,2012-01-31 06:51:00
1:56 AM,-3.0,-4.0,93,1021.9,4.8,SE,5.6,0,0.0,Snow,Light Snow,130,2012-01-31 06:56:00
2:15 AM,-3.0,-4.0,93,1021.2,8.0,ESE,5.6,0,0.0,Snow,Light Snow,110,2012-01-31 07:15:00
2:51 AM,-2.8,-3.9,92,1021.1,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 07:51:00
3:51 AM,-2.8,-3.9,92,1020.5,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 08:51:00
4:51 AM,-2.8,-3.9,92,1019.6,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 09:51:00
5:51 AM,-0.6,-6.7,64,1019.0,16.1,South,7.4,0,0.0,,Overcast,180,2012-01-31 10:51:00
6:51 AM,0.6,-7.8,54,1018.8,16.1,SSE,14.8,0,0.0,,Overcast,160,2012-01-31 11:51:00
7:51 AM,1.1,-7.8,52,1019.0,16.1,South,14.8,0,0.0,,Overcast,170,2012-01-31 12:51:00
8:51 AM,1.1,-7.2,54,1019.0,16.1,South,14.8,0,0.0,,Overcast,180,2012-01-31 13:51:00
9:51 AM,2.2,-7.2,50,1018.7,16.1,South,14.8,0,0.0,,Mostly Cloudy,180,2012-01-31 14:51:00
10:51 AM,3.9,-6.1,49,1018.0,16.1,SSE,13.0,0,0.0,,Mostly Cloudy,160,2012-01-31 15:51:00
11:51 AM,6.1,-5.6,43,1017.0,16.1,South,14.8,0,0.0,,Mostly Cloudy,180,2012-01-31 16:51:00
12:51 PM,8.3,-4.4,41,1015.9,16.1,SSE,13.0,0,0.0,,Mostly Cloudy,150,2012-01-31 17:51:00
1:51 PM,9.4,-4.4,38,1015.1,16.1,South,14.8,0,0.0,,Mostly Cloudy,190,2012-01-31 18:51:00
2:51 PM,10.0,-4.4,36,1015.1,16.1,South,20.4,0,0.0,,Mostly Cloudy,180,2012-01-31 19:51:00
3:51 PM,10.0,-3.9,38,1014.9,16.1,South,14.8,0,0.0,,Mostly Cloudy,180,2012-01-31 20:51:00
4:51 PM,9.4,-3.3,41,1014.6,16.1,South,11.1,0,0.0,,Mostly Cloudy,170,2012-01-31 21:51:00
5:51 PM,8.9,-3.3,42,1014.9,16.1,Calm,0,0,0.0,,Mostly Cloudy,0,2012-01-31 22:51:00
6:51 PM,7.8,-2.8,47,1015.3,16.1,Calm,0,0,0.0,,Overcast,0,2012-01-31 23:51:00
7:51 PM,8.9,-2.8,44,1015.2,16.1,SSE,11.1,0,0.0,,Mostly Cloudy,160,2012-02-01 00:51:00
8:51 PM,8.3,-2.2,48,1014.9,16.1,South,7.4,0,0.0,,Mostly Cloudy,180,2012-02-01 01:51:00
9:51 PM,8.9,-2.2,46,1013.9,16.1,SSE,14.8,0,0.0,,Mostly Cloudy,160,2012-02-01 02:51:00
10:51 PM,9.4,-1.7,46,1013.6,16.1,SSE,11.1,0,0.0,,Mostly Cloudy,150,2012-02-01 03:51:00
11:51 PM,8.9,-1.7,48,1013.2,16.1,SSE,16.7,0,0.0,,Mostly Cloudy,160,2012-02-01 04:51:00
12:51 AM,8.9,-1.7,48,1012.6,16.1,SSE,18.5,0,0.0,,Mostly Cloudy,160,2012-02-01 05:51:00
1:51 AM,8.9,-1.7,48,1012.3,16.1,SSE,14.8,0,0.0,,Overcast,160,2012-02-01 06:51:00
2:51 AM,8.9,-1.1,50,1011.4,16.1,SSE,14.8,0,0.0,Rain,Light Rain,150,2012-02-01 07:51:00
3:51 AM,8.3,-1.1,52,1010.9,16.1,SSE,14.8,0,0.0,,Overcast,160,2012-02-01 08:51:00
4:51 AM,8.3,-1.1,52,1010.2,16.1,SSE,11.1,0,0.0,,Overcast,160,2012-02-01 09:51:00
5:51 AM,7.8,-1.1,54,1009.9,16.1,SSE,11.1,0,0.0,,Mostly Cloudy,160,2012-02-01 10:51:00
6:51 AM,7.8,-1.1,54,1010.1,16.1,SSE,16.7,0,0.0,,Overcast,160,2012-02-01 11:51:00
7:51 AM,8.3,-1.1,52,1010.3,16.1,South,13.0,0,0.0,,Overcast,180,2012-02-01 12:51:00
8:51 AM,8.3,0.0,56,1010.1,16.1,SSE,16.7,0,0.0,Rain,Light Rain,160,2012-02-01 13:51:00
9:51 AM,6.7,2.8,76,1010.9,9.7,South,9.3,0,0.01,Rain,Light Rain,190,2012-02-01 14:51:00
10:51 AM,7.2,2.8,74,1010.0,16.1,South,14.8,0,0.01,Rain,Light Rain,170,2012-02-01 15:51:00
11:51 AM,9.4,3.9,69,1009.6,16.1,South,11.1,0,0.0,,Mostly Cloudy,170,2012-02-01 16:51:00
12:51 PM,13.3,6.1,62,1008.5,16.1,West,24.1,33.3,0.0,,Mostly Cloudy,270,2012-02-01 17:51:00
1:03 PM,14.0,6.0,59,1008.4,16.1,WSW,25.9,37.0,0.0,,Mostly Cloudy,250,2012-02-01 18:03:00
1:51 PM,14.4,5.6,56,1008.3,16.1,West,22.2,40.7,0.0,,Mostly Cloudy,260,2012-02-01 18:51:00
2:51 PM,14.4,5.6,56,1008.6,16.1,West,24.1,44.4,0.0,,Mostly Cloudy,270,2012-02-01 19:51:00
3:51 PM,10.0,6.1,77,1010.0,16.1,WNW,35.2,51.9,0.0,Rain,Light Rain,290,2012-02-01 20:51:00
4:51 PM,7.8,3.3,73,1011.5,14.5,West,37.0,57.4,0.0,,Scattered Clouds,280,2012-02-01 21:51:00
5:51 PM,6.1,1.7,74,1013.0,16.1,WNW,38.9,55.6,0.0,,Scattered Clouds,300,2012-02-01 22:51:00
6:51 PM,5.6,0.0,67,1014.5,16.1,WNW,24.1,50.0,0.0,,Scattered Clouds,300,2012-02-01 23:51:00
7:51 PM,5.0,-0.6,67,1015.8,16.1,NW,18.5,25.9,0.0,,Overcast,310,2012-02-02 00:51:00
8:51 PM,5.0,-0.6,67,1016.4,16.1,WNW,16.7,0,0.0,,Overcast,290,2012-02-02 01:51:00
9:51 PM,5.0,-1.1,65,1016.7,16.1,WNW,31.5,48.2,0.0,,Overcast,290,2012-02-02 02:51:00
10:37 PM,5.0,-1.0,65,1016.8,16.1,WNW,16.7,0,0.0,,Overcast,300,2012-02-02 03:37:00
10:51 PM,4.4,-1.1,68,1017.2,16.1,WNW,16.7,0,0.0,,Overcast,300,2012-02-02 03:51:00
11:51 PM,4.4,-0.6,70,1017.5,16.1,WNW,24.1,35.2,0.0,,Overcast,290,2012-02-02 04:51:00
12:17 AM,4.0,-1.0,70,1017.2,16.1,WNW,22.2,0,0.0,,Overcast,290,2012-02-02 05:17:00
12:51 AM,3.9,-1.7,67,1017.3,16.1,WNW,25.9,37.0,0.0,,Overcast,290,2012-02-02 05:51:00
1:31 AM,4.0,-2.0,65,1017.2,16.1,WNW,25.9,37.0,0.0,,Overcast,300,2012-02-02 06:31:00
1:51 AM,3.9,-1.7,67,1017.9,16.1,NW,22.2,27.8,0.0,,Overcast,310,2012-02-02 06:51:00
2:06 AM,4.0,-2.0,65,1017.5,16.1,WNW,22.2,37.0,0.0,,Overcast,300,2012-02-02 07:06:00
2:51 AM,3.3,-1.7,70,1017.3,16.1,NW,20.4,31.5,0.0,,Overcast,320,2012-02-02 07:51:00
3:51 AM,3.3,-1.7,70,1017.3,16.1,WNW,11.1,0,0.0,,Overcast,300,2012-02-02 08:51:00
4:51 AM,2.8,-2.2,70,1017.2,16.1,WNW,14.8,0,0.0,,Overcast,300,2012-02-02 09:51:00
5:51 AM,2.8,-2.2,70,1017.0,16.1,West,14.8,0,0.0,,Overcast,280,2012-02-02 10:51:00
6:51 AM,2.8,-2.2,70,1017.4,16.1,West,16.7,0,0.0,,Overcast,260,2012-02-02 11:51:00
7:51 AM,2.2,-2.2,73,1018.0,16.1,WNW,11.1,0,0.0,,Overcast,290,2012-02-02 12:51:00
8:51 AM,2.8,-2.8,67,1018.4,16.1,NNE,9.3,0,0.0,,Overcast,30,2012-02-02 13:51:00
9:07 AM,2.0,-3.0,70,1018.2,16.1,North,7.4,0,0.0,,Overcast,10,2012-02-02 14:07:00
9:51 AM,1.7,-2.8,72,1019.2,16.1,NNE,7.4,0,0.0,Snow,Light Snow,20,2012-02-02 14:51:00
10:51 AM,1.1,-2.8,75,1019.1,16.1,NNE,14.8,0,0.0,Snow,Light Snow,20,2012-02-02 15:51:00
11:51 AM,1.1,-3.9,70,1018.8,16.1,NNE,14.8,0,0.0,,Overcast,20,2012-02-02 16:51:00
12:35 PM,1.0,-4.0,70,1018.5,16.1,North,14.8,0,0.0,,Overcast,360,2012-02-02 17:35:00
12:51 PM,0.6,-4.4,70,1018.8,16.1,North,14.8,0,0.0,,Overcast,10,2012-02-02 17:51:00
1:51 PM,0.6,-5.0,66,1018.6,16.1,North,14.8,0,0.0,,Overcast,360,2012-02-02 18:51:00
2:51 PM,0.0,-5.6,66,1019.1,16.1,NNE,11.1,0,0.0,,Overcast,20,2012-02-02 19:51:00
3:51 PM,-1.0,-6.0,69,1019.2,16.1,North,14.8,0,0.0,,Overcast,360,2012-02-02 20:51:00
4:51 PM,-0.6,-5.6,69,1020.5,16.1,North,11.1,0,0.0,,Overcast,10,2012-02-02 21:51:00
5:09 PM,-1.0,-6.0,69,1020.2,16.1,North,11.1,0,0.0,,Overcast,360,2012-02-02 22:09:00
5:51 PM,-1.0,-6.0,69,1021.2,16.1,North,11.1,0,0.0,Snow,Light Snow,10,2012-02-02 22:51:00
6:07 PM,-1.0,-6.0,69,1021.2,14.5,North,9.3,0,0.0,Snow,Light Snow,10,2012-02-02 23:07:00
6:51 PM,-1.7,-6.1,72,1022.3,14.5,North,14.8,0,0.0,,Overcast,10,2012-02-02 23:51:00
7:51 PM,-1.7,-7.2,67,1023.1,16.1,North,16.7,0,0.0,,Overcast,360,2012-02-03 00:51:00
8:51 PM,-2.2,-7.8,66,1024.3,16.1,NNE,13.0,0,0.0,,Overcast,20,2012-02-03 01:51:00
9:51 PM,-2.8,-7.8,69,1025.1,16.1,NNE,13.0,0,0.0,,Overcast,30,2012-02-03 02:51:00
10:51 PM,-3.3,-8.3,69,1025.9,14.5,NNE,13.0,0,0.0,Snow,Light Snow,20,2012-02-03 03:51:00
11:51 PM,-3.9,-8.3,72,1026.7,16.1,NE,13.0,0,0.0,Snow,Light Snow,40,2012-02-03 04:51:00
12:51 AM,-4.4,-8.9,71,1027.3,16.1,NNE,14.8,0,0.0,Snow,Light Snow,20,2012-02-03 05:51:00
1:40 AM,-4.0,-9.0,69,1027.3,16.1,NNE,11.1,0,0.0,Snow,Light Snow,30,2012-02-03 06:40:00
1:51 AM,-4.4,-8.9,71,1028.0,16.1,North,11.1,0,0.0,Snow,Light Snow,360,2012-02-03 06:51:00
2:51 AM,-5.0,-8.9,74,1028.3,16.1,North,7.4,0,0.0,,Overcast,360,2012-02-03 07:51:00
3:51 AM,-6.7,-9.4,81,1028.9,16.1,NNW,7.4,0,0.0,,Partly Cloudy,330,2012-02-03 08:51:00
4:51 AM,-6.7,-9.4,81,1029.2,16.1,NNW,5.6,0,0.0,,Partly Cloudy,340,2012-02-03 09:51:00
5:51 AM,-6.7,-9.4,81,1030.2,16.1,NNW,5.6,0,0.0,,Partly Cloudy,330,2012-02-03 10:51:00
6:51 AM,-6.7,-9.4,81,1030.9,16.1,Calm,0,0,0.0,,Partly Cloudy,0,2012-02-03 11:51:00
7:51 AM,-6.7,-9.4,81,1031.6,16.1,Calm,0,0,0.0,,Partly Cloudy,0,2012-02-03 12:51:00
8:51 AM,-4.4,-8.9,71,1032.1,16.1,Calm,0,0,0.0,,Partly Cloudy,0,2012-02-03 13:51:00
9:51 AM,-1.7,-9.4,56,1031.8,16.1,NNW,16.7,0,0.0,,Scattered Clouds,340,2012-02-03 14:51:00
10:51 AM,-0.6,-9.4,52,1031.3,16.1,NW,14.8,0,0.0,,Mostly Cloudy,310,2012-02-03 15:51:00
11:51 AM,1.1,-7.2,54,1030.4,16.1,NW,18.5,0,0.0,,Partly Cloudy,310,2012-02-03 16:51:00
12:51 PM,1.7,-7.8,50,1029.4,16.1,WNW,22.2,33.3,0.0,,Scattered Clouds,300,2012-02-03 17:51:00
1:51 PM,2.8,-7.8,46,1028.7,16.1,West,18.5,0,0.0,,Scattered Clouds,270,2012-02-03 18:51:00
2:51 PM,3.9,-7.8,43,1028.4,16.1,WNW,14.8,0,0.0,,Scattered Clouds,290,2012-02-03 19:51:00
3:51 PM,2.8,-7.2,48,1028.3,16.1,West,22.2,0,0.0,,Mostly Cloudy,280,2012-02-03 20:51:00
4:51 PM,2.2,-6.1,55,1028.2,16.1,West,18.5,0,0.0,,Overcast,280,2012-02-03 21:51:00
5:51 PM,1.7,-5.6,59,1028.3,16.1,WNW,18.5,0,0.0,,Overcast,290,2012-02-03 22:51:00
6:51 PM,1.1,-5.0,64,1028.1,16.1,Calm,0,0,0.0,,Overcast,0,2012-02-03 23:51:00
7:51 PM,0.6,-4.4,70,1027.8,16.1,Calm,0,0,0.0,,Overcast,0,2012-02-04 00:51:00
8:51 PM,1.1,-4.4,67,1027.7,16.1,Calm,0,0,0.0,,Overcast,0,2012-02-04 01:51:00
9:29 PM,1.0,-4.0,70,1027.0,16.1,Calm,0,0,0.0,,Overcast,0,2012-02-04 02:29:00
9:45 PM,1.0,-4.0,70,1027.0,16.1,SSW,7.4,0,0.0,,Overcast,200,2012-02-04 02:45:00
9:51 PM,0.6,-4.4,70,1027.3,16.1,SSW,7.4,0,0.0,,Overcast,200,2012-02-04 02:51:00
10:51 PM,1.1,-3.9,70,1026.2,16.1,ESE,5.6,0,0.0,,Overcast,120,2012-02-04 03:51:00
11:12 PM,1.0,-4.0,70,1026.0,16.1,ESE,5.6,0,0.0,,Overcast,110,2012-02-04 04:12:00
11:51 PM,1.1,-3.3,73,1026.1,16.1,Calm,0,0,0.0,,Overcast,0,2012-02-04 04:51:00
12:31 AM,1.0,-3.0,75,1025.3,16.1,SSW,5.6,0,0.0,,Overcast,210,2012-02-04 05:31:00
12:36 AM,1.0,-3.0,75,1025.3,16.1,SW,7.4,0,0.0,Snow,Light Snow,220,2012-02-04 05:36:00
12:51 AM,0.6,-2.8,78,1025.5,16.1,SW,7.4,0,0.0,Snow,Light Snow,230,2012-02-04 05:51:00
1:51 AM,1.7,-1.7,78,1025.3,16.1,West,14.8,0,0.0,,Overcast,280,2012-02-04 06:51:00
2:51 AM,2.2,-1.7,76,1025.0,16.1,West,7.4,0,0.0,,Overcast,260,2012-02-04 07:51:00
3:51 AM,1.7,-1.7,78,1024.9,16.1,WSW,7.4,0,0.0,,Overcast,250,2012-02-04 08:51:00
4:51 AM,0.6,-2.8,78,1024.8,16.1,West,9.3,0,0.0,,Mostly Cloudy,270,2012-02-04 09:51:00
5:51 AM,1.1,-2.2,79,1024.8,16.1,West,14.8,0,0.0,,Overcast,270,2012-02-04 10:51:00
6:51 AM,1.7,-2.2,76,1025.2,16.1,WNW,13.0,0,0.0,,Overcast,290,2012-02-04 11:51:00
7:51 AM,1.7,-2.8,72,1025.5,16.1,WNW,14.8,0,0.0,,Overcast,290,2012-02-04 12:51:00
8:51 AM,2.2,-5.0,59,1025.5,16.1,WNW,18.5,31.5,0.0,,Mostly Cloudy,300,2012-02-04 13:51:00
9:51 AM,2.2,-6.1,55,1025.2,16.1,NW,22.2,0,0.0,,Mostly Cloudy,310,2012-02-04 14:51:00
10:51 AM,2.2,-6.7,52,1024.9,16.1,NW,24.1,38.9,0.0,,Mostly Cloudy,310,2012-02-04 15:51:00
11:51 AM,3.3,-6.1,51,1023.8,16.1,NW,22.2,0,0.0,,Mostly Cloudy,310,2012-02-04 16:51:00
12:51 PM,2.8,-6.1,52,1023.1,16.1,NW,22.2,31.5,0.0,,Mostly Cloudy,310,2012-02-04 17:51:00
1:51 PM,2.8,-6.1,52,1022.3,16.1,West,25.9,38.9,0.0,,Mostly Cloudy,270,2012-02-04 18:51:00
2:51 PM,2.2,-6.7,52,1021.9,16.1,WNW,24.1,35.2,0.0,,Mostly Cloudy,290,2012-02-04 19:51:00
3:51 PM,2.2,-7.2,50,1021.7,16.1,WNW,24.1,0,0.0,,Mostly Cloudy,300,2012-02-04 20:51:00
4:51 PM,1.1,-7.2,54,1021.7,16.1,West,18.5,0,0.0,,Mostly Cloudy,280,2012-02-04 21:51:00
5:51 PM,-0.6,-7.2,61,1021.6,16.1,WNW,11.1,0,0.0,,Mostly Cloudy,290,2012-02-04 22:51:00
6:51 PM,-1.1,-7.2,64,1021.8,16.1,WNW,11.1,0,0.0,,Partly Cloudy,300,2012-02-04 23:51:00
7:51 PM,-1.7,-7.2,67,1022.0,16.1,NNW,9.3,0,0.0,,Partly Cloudy,340,2012-02-05 00:51:00
8:51 PM,-2.8,-9.4,61,1022.6,16.1,North,11.1,0,0.0,,Partly Cloudy,360,2012-02-05 01:51:00
9:51 PM,-3.9,-10.0,63,1022.3,16.1,North,9.3,0,0.0,,Clear,360,2012-02-05 02:51:00
10:51 PM,-4.4,-10.6,62,1022.0,16.1,North,7.4,0,0.0,,Clear,360,2012-02-05 03:51:00
11:51 PM,-5.6,-10.6,68,1022.2,16.1,NNW,5.6,0,0.0,,Clear,340,2012-02-05 04:51:00
12:51 AM,-5.6,-11.1,66,1022.2,16.1,North,13.0,0,0.0,0.0,Clear,350,2012-02-05 05:51:00
1:51 AM,-6.1,-11.7,65,1022.0,16.1,North,9.3,0,0.0,0.0,Clear,10,2012-02-05 06:51:00
2:51 AM,-6.7,-11.7,68,1021.8,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-05 07:51:00
3:51 AM,-7.2,-11.7,71,1021.7,16.1,North,5.6,0,0.0,0.0,Clear,350,2012-02-05 08:51:00
4:51 AM,-7.2,-11.7,71,1022.1,16.1,North,5.6,0,0.0,0.0,Clear,350,2012-02-05 09:51:00
5:51 AM,-7.8,-11.7,74,1022.4,16.1,North,5.6,0,0.0,0.0,Clear,350,2012-02-05 10:51:00
6:51 AM,-8.3,-11.1,81,1022.8,16.1,NNW,9.3,0,0.0,0.0,Partly Cloudy,340,2012-02-05 11:51:00
7:51 AM,-7.2,-11.1,74,1023.5,16.1,NNW,5.6,0,0.0,0.0,Scattered Clouds,340,2012-02-05 12:51:00
8:51 AM,-6.1,-10.6,71,1023.6,16.1,NNW,7.4,0,0.0,0.0,Partly Cloudy,330,2012-02-05 13:51:00
9:51 AM,-4.4,-10.6,62,1023.7,16.1,NNW,9.3,0,0.0,0.0,Scattered Clouds,330,2012-02-05 14:51:00
10:51 AM,-2.8,-11.1,53,1023.2,16.1,Calm,0,0,0.0,0.0,Scattered Clouds,0,2012-02-05 15:51:00
11:51 AM,-2.2,-10.6,53,1022.1,16.1,Calm,0,0,0.0,0.0,Partly Cloudy,0,2012-02-05 16:51:00
12:51 PM,-0.6,-10.0,50,1021.8,16.1,North,9.3,0,0.0,0.0,Partly Cloudy,360,2012-02-05 17:51:00
1:51 PM,0.0,-10.0,48,1021.2,16.1,WNW,20.4,0,0.0,0.0,Partly Cloudy,300,2012-02-05 18:51:00
2:51 PM,1.1,-10.0,44,1020.7,16.1,NNW,13.0,0,0.0,0.0,Partly Cloudy,330,2012-02-05 19:51:00
3:51 PM,0.6,-10.6,43,1020.5,16.1,NNW,13.0,0,0.0,0.0,Clear,330,2012-02-05 20:51:00
4:51 PM,0.0,-10.0,48,1020.3,16.1,West,9.3,0,0.0,0.0,Clear,280,2012-02-05 21:51:00
5:51 PM,-1.7,-10.6,51,1020.6,16.1,WSW,7.4,0,0.0,0.0,Clear,240,2012-02-05 22:51:00
6:51 PM,-1.7,-10.0,54,1021.0,16.1,West,11.1,0,0.0,0.0,Clear,260,2012-02-05 23:51:00
7:51 PM,-2.2,-9.4,58,1021.2,16.1,West,13.0,0,0.0,0.0,Clear,270,2012-02-06 00:51:00
8:51 PM,-3.3,-9.4,63,1021.0,16.1,WSW,7.4,0,0.0,0.0,Clear,250,2012-02-06 01:51:00
9:51 PM,-6.1,-10.0,74,1021.0,16.1,WSW,5.6,0,0.0,0.0,Clear,240,2012-02-06 02:51:00
10:51 PM,-4.4,-9.4,69,1020.7,16.1,Calm,0,0,0.0,0.0,Partly Cloudy,0,2012-02-06 03:51:00
11:51 PM,-5.6,-8.9,78,1020.6,16.1,Calm,0,0,0.0,0.0,Scattered Clouds,0,2012-02-06 04:51:00
12:51 AM,-5.6,-8.9,78,1020.4,16.1,Calm,0,0,0.0,0.0,Overcast,0,2012-02-06 05:51:00
1:51 AM,-3.9,-6.7,81,1019.6,16.1,Calm,0,0,0.0,0.0,Overcast,0,2012-02-06 06:51:00
2:51 AM,-2.8,-8.3,66,1018.9,16.1,SSE,11.1,0,0.0,0.0,Partly Cloudy,160,2012-02-06 07:51:00
3:51 AM,-3.9,-8.3,72,1017.7,16.1,South,11.1,0,0.0,0.0,Mostly Cloudy,170,2012-02-06 08:51:00
4:51 AM,-5.0,-8.3,78,1018.0,16.1,South,5.6,0,0.0,0.0,Mostly Cloudy,170,2012-02-06 09:51:00
5:51 AM,-3.3,-7.8,71,1017.8,16.1,South,7.4,0,0.0,0.0,Overcast,170,2012-02-06 10:51:00
6:51 AM,-5.6,-8.9,78,1017.3,16.1,South,7.4,0,0.0,0.0,Scattered Clouds,190,2012-02-06 11:51:00
7:19 AM,-4.0,-8.0,74,1016.8,16.1,Calm,0,0,0.0,0.0,Mostly Cloudy,0,2012-02-06 12:19:00
7:51 AM,-2.8,-6.7,75,1017.6,16.1,SSE,13.0,0,0.0,0.0,Overcast,160,2012-02-06 12:51:00
8:51 AM,-2.2,-6.7,72,1018.0,16.1,South,13.0,0,0.0,0.0,Overcast,170,2012-02-06 13:51:00
9:30 AM,-1.0,-6.0,69,1017.5,16.1,South,14.8,0,0.0,0.0,Mostly Cloudy,170,2012-02-06 14:30:00
9:51 AM,0.6,-5.6,64,1017.6,16.1,South,13.0,0,0.0,0.0,Mostly Cloudy,170,2012-02-06 14:51:00
10:51 AM,3.3,-4.4,57,1016.7,16.1,South,11.1,0,0.0,0.0,Clear,170,2012-02-06 15:51:00
11:51 AM,5.0,-4.4,51,1015.6,16.1,South,16.7,0,0.0,0.0,Clear,170,2012-02-06 16:51:00
12:51 PM,6.1,-4.4,47,1014.1,16.1,SSE,14.8,0,0.0,0.0,Clear,160,2012-02-06 17:51:00
1:51 PM,7.8,-5.0,40,1013.0,16.1,SSE,14.8,0,0.0,0.0,Clear,160,2012-02-06 18:51:00
2:51 PM,8.9,-5.6,36,1012.4,16.1,SSE,11.1,0,0.0,0.0,Clear,160,2012-02-06 19:51:00
3:51 PM,8.9,-5.0,37,1012.1,16.1,SSE,14.8,0,0.0,0.0,Clear,160,2012-02-06 20:51:00
4:51 PM,7.8,-5.0,40,1012.2,16.1,South,11.1,0,0.0,0.0,Clear,170,2012-02-06 21:51:00
5:51 PM,5.0,-5.0,49,1012.7,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-06 22:51:00
6:51 PM,0.6,-5.6,64,1012.7,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-06 23:51:00
7:51 PM,-0.6,-5.6,69,1013.1,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-07 00:51:00
8:51 PM,-2.2,-6.1,75,1013.5,16.1,Variable,5.6,0,0.0,0.0,Clear,0,2012-02-07 01:51:00
9:51 PM,-2.2,-6.1,75,1013.5,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-07 02:51:00
10:51 PM,-0.6,-6.1,67,1013.8,16.1,Calm,0,0,0.0,0.0,Clear,0,2012-02-07 03:51:00
11:51 PM,4.0,-7.0,45,1013.8,16.1,WNW,9.3,0,0.0,0.0,Clear,290,2012-02-07 04:51:00
12:51 AM,3.9,-6.1,49,1014.3,16.1,WNW,11.1,0,0.0,0.0,Scattered Clouds,300,2012-02-07 05:51:00
1:51 AM,3.9,-4.4,55,1014.7,16.1,West,5.6,0,0.0,0.0,Overcast,270,2012-02-07 06:51:00
2:51 AM,3.9,-3.9,57,1014.4,16.1,Calm,0,0,0.0,0.0,Overcast,0,2012-02-07 07:51:00
3:51 AM,3.9,-2.8,62,1014.5,16.1,West,7.4,0,0.0,0.0,Overcast,280,2012-02-07 08:51:00
4:51 AM,3.9,-2.2,65,1014.9,16.1,NW,16.7,0,0.0,0.0,Overcast,310,2012-02-07 09:51:00
5:51 AM,3.3,-2.8,65,1015.3,16.1,WNW,18.5,0,0.0,0.0,Overcast,290,2012-02-07 10:51:00
6:51 AM,2.8,-2.2,70,1016.1,16.1,West,22.2,0,0.0,0.0,Overcast,280,2012-02-07 11:51:00
7:51 AM,2.8,-2.2,70,1017.0,16.1,West,18.5,0,0.0,0.0,Overcast,270,2012-02-07 12:51:00
8:51 AM,3.3,-2.2,68,1017.5,16.1,WNW,16.7,0,0.0,0.0,Overcast,290,2012-02-07 13:51:00
9:51 AM,3.3,-2.2,68,1018.3,16.1,WNW,13.0,0,0.0,0.0,Overcast,290,2012-02-07 14:51:00
